Материнская плата Gigabyte B550 AORUS PRO V2 ,13390, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550-aorus-pro-v2-soc-am4-amd-b550-4xddr4-1485302/ , https://cdn.citilink.ru/yHi_j9UIB6lwgTz0aWRzdu3hf5ZcEQ4ceeiZQ_cOQpY/fit/400/400/ce/false/plain/items/1485302_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK Z590M PRO4 ,13390, https://www.citilink.ru/product/materinskaya-plata-asrock-z590m-pro4-lga-1200-intel-z590-matx-ret-1478005/ , https://cdn.citilink.ru/qI7_X5zZKC5df3xW_bY8yk8-zmr4218bVJ_rOPRZngM/fit/400/400/ce/false/plain/items/1478005_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte B560I AORUS PRO AX ,13480, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b560i-aorus-pro-ax-soc-1200-intel-b560-2xd-1637450/ , https://cdn.citilink.ru/gCiPMQuiGnPLkoVrH8Kk9lnPZnFU9ZroRxLvawaVwM0/fit/400/400/ce/false/plain/items/1637450_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 2|Форм-фактор | mini-ITX|Тип поставки | Ret| ,IntelB560
Материнская плата ASUS TUF GAMING B550M-PLUS ,13490, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b550m-plus-soc-am4-amd-b550-4xddr4-1387931/ , https://cdn.citilink.ru/9DEf-Ygf8ZDVJfTcGzmIw5KANxOk1ZEZVikBnw4-yXs/fit/400/400/ce/false/plain/items/1387931_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,AMDB550
Материнская плата Gigabyte Z590 GAMING X ,13690, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-gaming-x-soc-1200-intel-z590-4xddr4-a-1490292/ , https://cdn.citilink.ru/jXl99tVP_Jc8SGd7ehhCiR3oGe7JtQ0Ut4fsV-vQQSs/fit/400/400/ce/false/plain/items/1490292_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte X570 GAMING X ,13860, https://www.citilink.ru/product/materinskaya-plata-gigabyte-x570-gaming-x-socketam4-amd-x570-atx-ret-1160573/ , https://cdn.citilink.ru/KD1xQwMPF7S3G-HSYo5llRir-j5vwa0blSYlF_beFKY/fit/400/400/ce/false/plain/items/1160573_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS TUF GAMING B550-PLUS ,13960, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b550-plus-soc-am4-amd-b550-4xddr4-a-1384331/ , https://cdn.citilink.ru/6zwurWVQ4pQDBqQFDENsGXwBi5zTSnT2_MeFmf_OKw8/fit/400/400/ce/false/plain/items/1384331_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK Z590 PRO4 ,13990, https://www.citilink.ru/product/materinskaya-plata-asrock-z590-pro4-soc-1200-intel-z590-4xddr4-atx-ac-1495481/ , https://cdn.citilink.ru/IJQb8TCKttytoUqGhs4rCS_Gl0IzGj2aSzPp7YMsFew/fit/400/400/ce/false/plain/items/1495481_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS TUF GAMING B560-PLUS WIFI ,13990, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b560-plus-wifi-soc-1200-intel-b560-1495433/ , https://cdn.citilink.ru/nKJs39WrAB1-e2vdHsE0-qbzPEp00FHUUGZi3MchbVs/fit/400/400/ce/false/plain/items/1495433_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
Материнская плата Gigabyte B550I AORUS PRO AX ,14390, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550i-aorus-pro-ax-soc-am4-amd-b550-2xddr4-1396922/ , https://cdn.citilink.ru/tFIL1aY27AljrItJTGuFPCBQEX6pNjXKVv2DcuFx1hc/fit/400/400/ce/false/plain/items/1396922_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 2|Форм-фактор | mini-ITX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK X570 PRO4 ,14400, https://www.citilink.ru/product/materinskaya-plata-asrock-x570-pro4-socketam4-amd-x570-atx-ret-1161974/ , https://cdn.citilink.ru/_baC2aE1GO4K7Pw0XbPHeoxSJxc_Zzlk_TTxfOKIn1U/fit/400/400/ce/false/plain/items/1161974_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS TUF GAMING B550M-PLUS (WI-FI) ,14440, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b550m-plus-wi-fi-soc-am4-amd-b550-4-1395245/ , https://cdn.citilink.ru/dyGdnTEIuc7wyYaQ3g0tB7tIrzTOSw96oEGBNGTAVqA/fit/400/400/ce/false/plain/items/1395245_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,AMDB550
Материнская плата Gigabyte B550 AORUS PRO AC ,14450, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550-aorus-pro-ac-soc-am4-amd-b550-4xddr4-1401200/ , https://cdn.citilink.ru/mYOaMTR-STCmvi7OfMIkA-TJSU6BY6yXcsUv5eRJ3NA/fit/400/400/ce/false/plain/items/1401200_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS PRIME Z590M-PLUS ,14490, https://www.citilink.ru/product/materinskaya-plata-asus-prime-z590m-plus-lga-1200-intel-z590-matx-ret-1471263/ , https://cdn.citilink.ru/7IrxiPGFn74RKbNA5P1FT0IgVzwqKZA1xcUGNPgKAN4/fit/400/400/ce/false/plain/items/1471263_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS PRIME X570-PRO(восстановленный) ,14510, https://www.citilink.ru/product/materinskaya-plata-asus-prime-x570-pro-socketam4-amd-x570-atx-ret-voss-M00217361/ , https://cdn.citilink.ru/kKUYRcIfvDNssV63ttvalcdlWWGolAUdfFxVJ0-k-K0/fit/400/400/ce/false/plain/items/1160508_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASROCK B550 STEEL LEGEND ,14650, https://www.citilink.ru/product/materinskaya-plata-asrock-b550-steel-legend-socketam4-amd-b550-atx-ret-1415789/ , https://cdn.citilink.ru/jkIi4rEUGOtWIA624t51hebV-HtuHQ5p1Wf1fpUdeow/fit/400/400/ce/false/plain/items/1415789_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS TUF GAMING B550-PLUS (WI-FI) ,14950, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b550-plus-wi-fi-socketam4-amd-b550-1451087/ , https://cdn.citilink.ru/Znu7CiRWQmxqtE0nLZmzUchNtB53qUP2Uv3v_TRqMy4/fit/400/400/ce/false/plain/items/1451087_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата Gigabyte B560 AORUS PRO AX ,14990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b560-aorus-pro-ax-soc-1200-intel-b560-4xdd-1526555/ , https://cdn.citilink.ru/BicWdi1VcZS4kdButgicmYxli_LiGDG0xpzQkpMCmAk/fit/400/400/ce/false/plain/items/1526555_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASUS TUF GAMING H570-PRO WIFI ,14990, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-h570-pro-wifi-soc-1200-intel-h570-4-1498871/ , https://cdn.citilink.ru/T2cYAmyYuH4dh2SaL3YX6JFo82w9XCi8Fsmx6dKMCI8/fit/400/400/ce/false/plain/items/1498871_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel H570|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelH570
Материнская плата Gigabyte B550 AORUS PRO AX ,14990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550-aorus-pro-ax-socketam4-amd-b550-atx-r-1450217/ , https://cdn.citilink.ru/RWCuJmoXC3jRDQo6-JNGUD5fNI5NLixU-xZrkG6h-Wo/fit/400/400/ce/false/plain/items/1450217_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS TUF GAMING B550-PRO ,15260, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b550-pro-soc-am4-amd-b550-4xddr4-at-1515306/ , https://cdn.citilink.ru/xMn_fIfvyvlNy3favwEVAmgFJYEfpIz2ydwRvYnoso8/fit/400/400/ce/false/plain/items/1515306_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS ROG STRIX B560-G GAMING WIFI ,15590, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b560-g-gaming-wifi-soc-1200-intel-b5-1490716/ , https://cdn.citilink.ru/Ei92EvsO-kALc4qt_qJfCndV1EzMlvUHwx6iYZzarFk/fit/400/400/ce/false/plain/items/1490716_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB560
Материнская плата MSI Z590 PRO WIFI ,15950, https://www.citilink.ru/product/materinskaya-plata-msi-z590-pro-wifi-soc-1200-intel-z590-4xddr4-atx-ac-1520487/ , https://cdn.citilink.ru/NNfCz2rgmtJ6qNZ1ygWWPEBajvuTM79QjbjtItnF7Wg/fit/400/400/ce/false/plain/items/1520487_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS PRIME Z590-P ,15990, https://www.citilink.ru/product/materinskaya-plata-asus-prime-z590-p-lga-1200-intel-z590-atx-ret-1471262/ , https://cdn.citilink.ru/PCkTUIhZROROX_3h6t3HsRixxTV_sGDr_F75gbqGeKA/fit/400/400/ce/false/plain/items/1471262_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS PRIME X570-P ,15990, https://www.citilink.ru/product/materinskaya-plata-asus-prime-x570-p-socketam4-amd-x570-atx-ret-1160506/ , https://cdn.citilink.ru/Tiq2JhbfjMavsGwb_2NqWjVXfwDXNxZZljc9KP-MBV4/fit/400/400/ce/false/plain/items/1160506_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS ROG STRIX B560-A GAMING WIFI ,15990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b560-a-gaming-wifi-soc-1200-intel-b5-1495231/ , https://cdn.citilink.ru/qCRfzMfaAu5LpwZEqaCuLlnmWK_WCsFaIpudWxLc7H0/fit/400/400/ce/false/plain/items/1495231_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
Материнская плата Gigabyte X570 AORUS ELITE ,16240, https://www.citilink.ru/product/materinskaya-plata-gigabyte-x570-aorus-elite-socketam4-amd-x570-atx-re-1160572/ , https://cdn.citilink.ru/nYs4zwjOSZ2LIIPlSjlwLVLjpD7_4rc2pq0f-z-ty28/fit/400/400/ce/false/plain/items/1160572_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS ROG STRIX B550-A GAMING ,16510, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b550-a-gaming-socketam4-amd-b550-atx-1451184/ , https://cdn.citilink.ru/Mu1jaCPfHeVhePX8MNkhkBTb9bWMOYds9etr-Jy2mGo/fit/400/400/ce/false/plain/items/1451184_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK Z590 STEEL LEGEND ,16790, https://www.citilink.ru/product/materinskaya-plata-asrock-z590-steel-legend-lga-1200-intel-z590-atx-re-1477996/ , https://cdn.citilink.ru/Ris9w9KQEDc5CQmHJcjETpVkS9h04GCXZDR-7rqanOQ/fit/400/400/ce/false/plain/items/1477996_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASROCK H510 PRO BTC+ ,16990, https://www.citilink.ru/product/materinskaya-plata-asrock-h510-pro-btc-soc-1200-intel-h510-1xddr4-atx-1601279/ , https://cdn.citilink.ru/-jHTpwJGvWdFiZOhBxfwPvo5eLGgto3qd1hLI9b3s8E/fit/400/400/ce/false/plain/items/1601279_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel H510|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 1|Форм-фактор | нет|Тип поставки | Ret| ,IntelH510
Материнская плата ASROCK X570 STEEL LEGEND ,17070, https://www.citilink.ru/product/materinskaya-plata-asrock-x570-steel-legend-socketam4-amd-x570-atx-ret-1173902/ , https://cdn.citilink.ru/lIiowI1a_iVoA6hoaslsCRAp1lUTwd1_AI_Ql84mJgU/fit/400/400/ce/false/plain/items/1173902_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата ASUS ROG STRIX X570-E GAMING(восстановленный) ,17340, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-x570-e-gaming-socketam4-amd-x570-atx-M00216342/ , https://cdn.citilink.ru/lhXMOSLYV5pgGichlaofwoG8Qo_PMcs_jL6UwuqnhFE/fit/400/400/ce/false/plain/items/1413081_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | SLI/CrossFire|Частотная спецификация памяти | 2666 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата MSI PRO Z690-P DDR4 ,17360, https://www.citilink.ru/product/materinskaya-plata-msi-pro-z690-p-ddr4-soc-1700-intel-z690-4xddr4-atx-1622870/ , https://cdn.citilink.ru/c9p0b-L6Mxaj1muM9lbxydb_vdhydhOfvuKhGOsYljU/fit/400/400/ce/false/plain/items/1622870_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS ROG STRIX B560-F GAMING WIFI ,17470, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b560-f-gaming-wifi-soc-1200-intel-b5-1490719/ , https://cdn.citilink.ru/og6GjeHFiItC1k23B44VH2EWm2Ll-oqRK0QGS6sBoOU/fit/400/400/ce/false/plain/items/1490719_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASUS ROG STRIX B550-F GAMING ,17590, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b550-f-gaming-socketam4-amd-b550-atx-1386510/ , https://cdn.citilink.ru/JauvtYsGBI_aUS6m4jgYlb1sUA8bKH5uKZOqDiCyUTY/fit/400/400/ce/false/plain/items/1386510_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS PRIME Z590-P WIFI ,17590, https://www.citilink.ru/product/materinskaya-plata-asus-prime-z590-p-wifi-soc-1200-intel-z590-4xddr4-a-1526554/ , https://cdn.citilink.ru/q6DK9oOWqQ4Kncr1XJo5DF-nx6rZ3wg88Y3aTVzKWlk/fit/400/400/ce/false/plain/items/1526554_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte Z590 AORUS ELITE AX ,17590, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-aorus-elite-ax-soc-1200-intel-z590-4x-1490286/ , https://cdn.citilink.ru/TwtFYxUpcC-cqJgPfG1RuXY94iILPNjsw2tc4ssVviU/fit/400/400/ce/false/plain/items/1490286_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte Z590 VISION G ,17590, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-vision-g-soc-1200-intel-z590-4xddr4-a-1498887/ , https://cdn.citilink.ru/l8aT8ywIJNepnCsn45m0AbmeiasyNAVFYOlEwu75dlk/fit/400/400/ce/false/plain/items/1498887_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte Z690 UD ,17660, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z690-ud-soc-1700-intel-z690-4xddr5-atx-ac-1618883/ , https://cdn.citilink.ru/pW-Z5J361CGcVDgPDgdSBXfDjTWdOQd5OC5IM8Gdk2M/fit/400/400/ce/false/plain/items/1618883_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 4800 МГц|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASROCK Z590 EXTREME ,17790, https://www.citilink.ru/product/materinskaya-plata-asrock-z590-extreme-soc-1200-intel-z590-4xddr4-atx-1495479/ , https://cdn.citilink.ru/E2jBpByCUkjPUhB-t6cABu6wu_CMQruin8wKCPgT9XY/fit/400/400/ce/false/plain/items/1495479_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASROCK Z690 PHANTOM GAMING 4 ,17900, https://www.citilink.ru/product/materinskaya-plata-asrock-z690-phantom-gaming-4-soc-1700-intel-z690-4x-1646543/ , https://cdn.citilink.ru/NUrVGPU61CF2GxV3IIE7GW6tAoUMxwtF6c4bNpXmQ7g/fit/400/400/ce/false/plain/items/1646543_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS ROG STRIX B550-F GAMING(WI-FI) ,17990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b550-f-gaming-wi-fi-soc-am4-amd-b550-1401198/ , https://cdn.citilink.ru/NASRQEIWbI3wkm2dJYQP4Vi5VcAE9J0W6VUt98as2Hw/fit/400/400/ce/false/plain/items/1401198_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата MSI PRO Z690-A DDR4 ,18200, https://www.citilink.ru/product/materinskaya-plata-msi-pro-z690-a-ddr4-soc-1700-intel-z690-4xddr4-atx-1622862/ , https://cdn.citilink.ru/2w-eeOF8wTfZZJXWTtKyGwbiLnZalfGJy1CF65Rtln8/fit/400/400/ce/false/plain/items/1622862_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS ROG STRIX B550-I GAMING ,18270, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b550-i-gaming-soc-am4-amd-b550-2xddr-1413100/ , https://cdn.citilink.ru/uz4zGgVph3phDiku6a_q1vYBFwLiqy1_Re1j6qleS8M/fit/400/400/ce/false/plain/items/1413100_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 2|Форм-фактор | mini-ITX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS PRIME Z690M-PLUS D4 ,18490, https://www.citilink.ru/product/materinskaya-plata-asus-prime-z690m-plus-d4-soc-1700-intel-z690-4xddr4-1619611/ , https://cdn.citilink.ru/nPsUNk9hDrTZRLpZRwclYQYXlIv31oGAQb4i2T9Ky3Y/fit/400/400/ce/false/plain/items/1619611_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelZ690
Материнская плата Gigabyte Z690 UD DDR4 ,18940, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z690-ud-ddr4-soc-1700-intel-z690-4xddr4-at-1618894/ , https://cdn.citilink.ru/OXvgObF0SCagFuGOfL1CynnSdp2hjnWanp06DjL8e2c/fit/400/400/ce/false/plain/items/1618894_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASROCK Z690 PRO RS ,18940, https://www.citilink.ru/product/materinskaya-plata-asrock-z690-pro-rs-soc-1700-intel-z690-4xddr4-atx-a-1646542/ , https://cdn.citilink.ru/GyUyBpe5_WRy13PnBelPJfsFic1IGXRLAA_K5nxcydE/fit/400/400/ce/false/plain/items/1646542_v01_m.jpg , Гнездо процессора | LGA 1700|Чипсет | Intel Z690|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ690
Материнская плата ASUS TUF GAMING Z590-PLUS ,18990, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-z590-plus-lga-1200-intel-z590-atx-r-1471261/ , https://cdn.citilink.ru/rQMhVMTauth1TZZKLZDgMx1ugowW2WpIbGDLhmlXrig/fit/400/400/ce/false/plain/items/1471261_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS ROG STRIX B560-E GAMING WIFI ,19300, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b560-e-gaming-wifi-soc-1200-intel-b5-1588538/ , https://cdn.citilink.ru/hgBVInhTLNZ7i8Vq0kzI-_8EB1hkKks6TOqt-ZUp7x0/fit/400/400/ce/false/plain/items/1588538_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
